session,participant,order,target,category,lname,nation,religion,caste,ig_caste,q1,q2,q3
G,246,6,1,1,Desai,Indian,Hindu,GM,gm,1,5,80
G,246,7,15,4,Haq,Indian,Muslim,OBC,gm,1,5,80
G,246,8,13,4,Nadaf,Indian,Muslim,OBC,gm,1,4,50
G,246,9,3,1,Deshpande,Indian,Hindu,GM,gm,1,5,90
G,246,10,9,3,Madar,Indian,Hindu,SCST,gm,1,4,50
G,246,11,23,6,Akhand,Foreign,Muslim,N/A,gm,1,4,50
G,246,12,17,5,Gurung,Foreign,Hindu,N/A,gm,1,3,40
G,246,13,21,6,Sheikh,Foreign,Muslim,N/A,gm,1,5,50
G,246,14,20,5,Dissanayake,Foreign,Hindu,N/A,gm,1,4,30
G,246,15,14,4,Mulla,Indian,Muslim,OBC,gm,1,6,80
G,246,16,22,6,Mir,Foreign,Muslim,N/A,gm,1,4,50
G,246,17,16,4,Sheikh,Indian,Muslim,OBC,gm,1,3,5
G,246,18,10,3,Kamble,Indian,Hindu,SCST,gm,1,3,80
G,246,19,4,1,Kulkarni,Indian,Hindu,GM,gm,1,5,60
G,246,20,18,5,Thapa,Foreign,Hindu,N/A,gm,1,7,80
G,246,21,24,6,Mirza,Foreign,Muslim,N/A,gm,1,6,90
G,246,22,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,3,60
G,246,23,8,2,Pal,Indian,Hindu,OBC,gm,1,2,50
G,246,24,2,1,Joshi,Indian,Hindu,GM,gm,1,7,10
G,247,1,11,3,Wadder,Indian,Hindu,SCST,obc,1,3,80
G,247,2,12,3,Harijan,Indian,Hindu,SCST,obc,1,3,80
G,247,3,6,2,Waghmore,Indian,Hindu,OBC,obc,1,3,80
G,247,4,7,2,Sambrani,Indian,Hindu,OBC,obc,1,3,80
G,247,5,5,2,Kale,Indian,Hindu,OBC,obc,1,4,80
G,247,6,1,1,Desai,Indian,Hindu,GM,obc,1,5,80
G,247,7,15,4,Haq,Indian,Muslim,OBC,obc,1,5,80
G,247,8,13,4,Nadaf,Indian,Muslim,OBC,obc,1,5,80
G,247,9,3,1,Deshpande,Indian,Hindu,GM,obc,1,4,80
G,247,10,9,3,Madar,Indian,Hindu,SCST,obc,1,4,80
G,247,11,23,6,Akhand,Foreign,Muslim,N/A,obc,1,4,80
G,247,12,17,5,Gurung,Foreign,Hindu,N/A,obc,1,5,80
G,247,13,21,6,Sheikh,Foreign,Muslim,N/A,obc,1,5,80
G,247,14,20,5,Dissanayake,Foreign,Hindu,N/A,obc,1,4,80
G,247,15,14,4,Mulla,Indian,Muslim,OBC,obc,1,4,80
G,247,16,22,6,Mir,Foreign,Muslim,N/A,obc,1,5,80
G,247,17,16,4,Sheikh,Indian,Muslim,OBC,obc,1,6,80
G,247,18,10,3,Kamble,Indian,Hindu,SCST,obc,1,5,80
G,247,19,4,1,Kulkarni,Indian,Hindu,GM,obc,1,4,80
G,247,20,18,5,Thapa,Foreign,Hindu,N/A,obc,1,5,80
G,247,21,24,6,Mirza,Foreign,Muslim,N/A,obc,1,5,80
G,247,22,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,5,80
G,247,23,8,2,Pal,Indian,Hindu,OBC,obc,1,5,80
G,247,24,2,1,Joshi,Indian,Hindu,GM,obc,1,5,80
G,248,1,11,3,Wadder,Indian,Hindu,SCST,gm,1,7,100
G,248,2,12,3,Harijan,Indian,Hindu,SCST,gm,1,7,100
G,248,3,6,2,Waghmore,Indian,Hindu,OBC,gm,1,7,100
G,248,4,7,2,Sambrani,Indian,Hindu,OBC,gm,1,7,100
G,248,5,5,2,Kale,Indian,Hindu,OBC,gm,1,7,100
G,248,6,1,1,Desai,Indian,Hindu,GM,gm,1,7,100
G,248,7,15,4,Haq,Indian,Muslim,OBC,gm,0,7,100
G,248,8,13,4,Nadaf,Indian,Muslim,OBC,gm,1,7,100
G,248,9,3,1,Deshpande,Indian,Hindu,GM,gm,0,7,100
G,248,10,9,3,Madar,Indian,Hindu,SCST,gm,0,7,100
G,248,11,23,6,Akhand,Foreign,Muslim,N/A,gm,0,2,30
G,248,12,17,5,Gurung,Foreign,Hindu,N/A,gm,0,5,40
G,248,13,21,6,Sheikh,Foreign,Muslim,N/A,gm,1,5,50
G,248,14,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,5,50
G,248,15,14,4,Mulla,Indian,Muslim,OBC,gm,1,7,100
G,248,16,22,6,Mir,Foreign,Muslim,N/A,gm,0,5,50
G,248,17,16,4,Sheikh,Indian,Muslim,OBC,gm,1,7,100
G,248,18,10,3,Kamble,Indian,Hindu,SCST,gm,1,7,100
G,248,19,4,1,Kulkarni,Indian,Hindu,GM,gm,1,7,100
G,248,20,18,5,Thapa,Foreign,Hindu,N/A,gm,0,5,30
G,248,21,24,6,Mirza,Foreign,Muslim,N/A,gm,0,5,40
G,248,22,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,4,40
G,248,23,8,2,Pal,Indian,Hindu,OBC,gm,1,7,100
G,248,24,2,1,Joshi,Indian,Hindu,GM,gm,1,7,100
G,249,1,11,3,Wadder,Indian,Hindu,SCST,obc,1,1,20
G,249,2,12,3,Harijan,Indian,Hindu,SCST,obc,1,6,70
G,249,3,6,2,Waghmore,Indian,Hindu,OBC,obc,0,NA,NA
G,249,4,7,2,Sambrani,Indian,Hindu,OBC,obc,1,2,60
G,249,5,5,2,Kale,Indian,Hindu,OBC,obc,1,1,30
G,249,6,1,1,Desai,Indian,Hindu,GM,obc,1,1,40
G,249,7,15,4,Haq,Indian,Muslim,OBC,obc,0,7,30
G,249,8,13,4,Nadaf,Indian,Muslim,OBC,obc,0,4,60
G,249,9,3,1,Deshpande,Indian,Hindu,GM,obc,1,3,50
G,249,10,9,3,Madar,Indian,Hindu,SCST,obc,0,7,90
G,249,11,23,6,Akhand,Foreign,Muslim,N/A,obc,1,7,30
G,249,12,17,5,Gurung,Foreign,Hindu,N/A,obc,1,7,80
G,249,13,21,6,Sheikh,Foreign,Muslim,N/A,obc,1,2,50
G,249,14,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,3,60
G,249,15,14,4,Mulla,Indian,Muslim,OBC,obc,1,5,30
G,249,16,22,6,Mir,Foreign,Muslim,N/A,obc,0,6,40
G,249,17,16,4,Sheikh,Indian,Muslim,OBC,obc,1,7,80
G,249,18,10,3,Kamble,Indian,Hindu,SCST,obc,1,3,80
G,249,19,4,1,Kulkarni,Indian,Hindu,GM,obc,1,2,70
G,249,20,18,5,Thapa,Foreign,Hindu,N/A,obc,0,7,30
G,249,21,24,6,Mirza,Foreign,Muslim,N/A,obc,1,7,80
G,249,22,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,3,70
G,249,23,8,2,Pal,Indian,Hindu,OBC,obc,1,7,80
G,249,24,2,1,Joshi,Indian,Hindu,GM,obc,1,7,90
G,250,1,11,3,Wadder,Indian,Hindu,SCST,gm,0,5,60
G,250,2,12,3,Harijan,Indian,Hindu,SCST,gm,0,5,70
G,250,3,6,2,Waghmore,Indian,Hindu,OBC,gm,0,5,70
G,250,4,7,2,Sambrani,Indian,Hindu,OBC,gm,0,5,70
G,250,5,5,2,Kale,Indian,Hindu,OBC,gm,1,5,70
G,250,6,1,1,Desai,Indian,Hindu,GM,gm,1,6,90
G,250,7,15,4,Haq,Indian,Muslim,OBC,gm,0,5,70
G,250,8,13,4,Nadaf,Indian,Muslim,OBC,gm,0,5,50
G,250,9,3,1,Deshpande,Indian,Hindu,GM,gm,1,6,80
G,250,10,9,3,Madar,Indian,Hindu,SCST,gm,1,5,60
G,250,11,23,6,Akhand,Foreign,Muslim,N/A,gm,0,4,30
G,250,12,17,5,Gurung,Foreign,Hindu,N/A,gm,0,4,50
G,250,13,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,4,50
G,250,14,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,4,50
G,250,15,14,4,Mulla,Indian,Muslim,OBC,gm,0,3,30
G,250,16,22,6,Mir,Foreign,Muslim,N/A,gm,0,3,30
G,250,17,16,4,Sheikh,Indian,Muslim,OBC,gm,0,3,70
G,250,18,10,3,Kamble,Indian,Hindu,SCST,gm,0,6,80
G,250,19,4,1,Kulkarni,Indian,Hindu,GM,gm,1,6,80
G,250,20,18,5,Thapa,Foreign,Hindu,N/A,gm,0,5,50
G,250,21,24,6,Mirza,Foreign,Muslim,N/A,gm,0,4,30
G,250,22,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,6,70
G,250,23,8,2,Pal,Indian,Hindu,OBC,gm,0,5,80
G,250,24,2,1,Joshi,Indian,Hindu,GM,gm,1,6,80
G,251,1,11,3,Wadder,Indian,Hindu,SCST,gm,1,1,80
G,251,2,12,3,Harijan,Indian,Hindu,SCST,gm,1,1,80
G,251,3,6,2,Waghmore,Indian,Hindu,OBC,gm,0,4,60
G,251,4,7,2,Sambrani,Indian,Hindu,OBC,gm,1,NA,80
G,251,5,5,2,Kale,Indian,Hindu,OBC,gm,1,7,90
G,251,6,1,1,Desai,Indian,Hindu,GM,gm,1,3,50
G,251,7,15,4,Haq,Indian,Muslim,OBC,gm,1,3,20
G,251,8,13,4,Nadaf,Indian,Muslim,OBC,gm,1,3,10
G,251,9,3,1,Deshpande,Indian,Hindu,GM,gm,0,3,20
G,251,10,9,3,Madar,Indian,Hindu,SCST,gm,0,7,80
G,251,11,23,6,Akhand,Foreign,Muslim,N/A,gm,0,6,80
G,251,12,17,5,Gurung,Foreign,Hindu,N/A,gm,0,5,50
G,251,13,21,6,Sheikh,Foreign,Muslim,N/A,gm,1,5,60
G,251,14,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,4,70
G,251,15,14,4,Mulla,Indian,Muslim,OBC,gm,1,5,60
G,251,16,22,6,Mir,Foreign,Muslim,N/A,gm,0,6,70
G,251,17,16,4,Sheikh,Indian,Muslim,OBC,gm,0,5,50
G,251,18,10,3,Kamble,Indian,Hindu,SCST,gm,1,7,80
G,251,19,4,1,Kulkarni,Indian,Hindu,GM,gm,1,3,30
G,251,20,18,5,Thapa,Foreign,Hindu,N/A,gm,0,5,70
G,251,21,24,6,Mirza,Foreign,Muslim,N/A,gm,0,5,50
G,251,22,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,4,60
G,251,23,8,2,Pal,Indian,Hindu,OBC,gm,0,3,70
G,251,24,2,1,Joshi,Indian,Hindu,GM,gm,1,4,80
H,259,1,4,1,Kulkarni,Indian,Hindu,GM,gm,1,6,70
H,259,2,14,4,Mulla,Indian,Muslim,OBC,gm,1,4,60
H,259,3,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,2,30
H,259,4,3,1,Deshpande,Indian,Hindu,GM,gm,1,6,40
H,259,5,13,4,Nadaf,Indian,Muslim,OBC,gm,1,5,70
H,259,6,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,1,20
H,259,7,16,4,Sheikh,Indian,Muslim,OBC,gm,1,5,60
H,259,8,7,2,Sambrani,Indian,Hindu,OBC,gm,1,6,80
H,259,9,1,1,Desai,Indian,Hindu,GM,gm,1,4,40
H,259,10,8,2,Pal,Indian,Hindu,OBC,gm,1,5,80
H,259,11,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,1,10
H,259,12,10,3,Kamble,Indian,Hindu,SCST,gm,0,2,20
H,259,13,15,4,Haq,Indian,Muslim,OBC,gm,1,5,60
H,259,14,2,1,Joshi,Indian,Hindu,GM,gm,1,5,50
H,259,15,24,6,Mirza,Foreign,Muslim,N/A,gm,0,5,40
H,259,16,17,5,Gurung,Foreign,Hindu,N/A,gm,1,6,80
H,259,17,11,3,Wadder,Indian,Hindu,SCST,gm,1,7,70
H,259,18,12,3,Harijan,Indian,Hindu,SCST,gm,1,6,80
H,259,19,6,2,Waghmore,Indian,Hindu,OBC,gm,0,2,20
H,259,20,18,5,Thapa,Foreign,Hindu,N/A,gm,0,2,20
H,259,21,5,2,Kale,Indian,Hindu,OBC,gm,1,5,70
H,259,22,23,6,Akhand,Foreign,Muslim,N/A,gm,0,1,10
H,259,23,9,3,Madar,Indian,Hindu,SCST,gm,1,4,70
H,259,24,22,6,Mir,Foreign,Muslim,N/A,gm,0,2,20
H,295,1,4,1,Kulkarni,Indian,Hindu,GM,scst,1,6,80
H,295,2,14,4,Mulla,Indian,Muslim,OBC,scst,1,7,70
H,295,3,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,6,70
H,295,4,3,1,Deshpande,Indian,Hindu,GM,scst,1,5,60
H,295,5,13,4,Nadaf,Indian,Muslim,OBC,scst,1,7,80
H,295,6,19,5,Prasanna,Foreign,Hindu,N/A,scst,0,6,70
H,295,7,16,4,Sheikh,Indian,Muslim,OBC,scst,1,6,70
H,295,8,7,2,Sambrani,Indian,Hindu,OBC,scst,1,5,60
H,295,9,1,1,Desai,Indian,Hindu,GM,scst,1,7,70
H,295,10,8,2,Pal,Indian,Hindu,OBC,scst,1,6,60
H,295,11,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,5,50
H,295,12,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,70
H,295,13,15,4,Haq,Indian,Muslim,OBC,scst,1,5,50
H,295,14,2,1,Joshi,Indian,Hindu,GM,scst,1,4,40
H,295,15,24,6,Mirza,Foreign,Muslim,N/A,scst,0,7,60
H,295,16,17,5,Gurung,Foreign,Hindu,N/A,scst,0,NA,70
H,295,17,11,3,Wadder,Indian,Hindu,SCST,scst,1,NA,80
H,295,18,12,3,Harijan,Indian,Hindu,SCST,scst,1,NA,80
H,295,19,6,2,Waghmore,Indian,Hindu,OBC,scst,1,NA,80
H,295,20,18,5,Thapa,Foreign,Hindu,N/A,scst,0,6,70
H,295,21,5,2,Kale,Indian,Hindu,OBC,scst,1,7,70
H,295,22,23,6,Akhand,Foreign,Muslim,N/A,scst,0,5,50
H,295,23,9,3,Madar,Indian,Hindu,SCST,scst,1,6,70
H,295,24,22,6,Mir,Foreign,Muslim,N/A,scst,0,7,60
H,301,1,4,1,Kulkarni,Indian,Hindu,GM,gm,1,6,70
H,301,2,14,4,Mulla,Indian,Muslim,OBC,gm,1,5,60
H,301,3,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,2,20
H,301,4,3,1,Deshpande,Indian,Hindu,GM,gm,1,6,70
H,301,5,13,4,Nadaf,Indian,Muslim,OBC,gm,1,5,50
H,301,6,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,1,0
H,301,7,16,4,Sheikh,Indian,Muslim,OBC,gm,1,5,50
H,301,8,7,2,Sambrani,Indian,Hindu,OBC,gm,1,6,80
H,301,9,1,1,Desai,Indian,Hindu,GM,gm,1,5,60
H,301,10,8,2,Pal,Indian,Hindu,OBC,gm,1,4,50
H,301,11,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,1,0
H,301,12,10,3,Kamble,Indian,Hindu,SCST,gm,1,5,50
H,301,13,15,4,Haq,Indian,Muslim,OBC,gm,1,5,50
H,301,14,2,1,Joshi,Indian,Hindu,GM,gm,1,5,50
H,301,15,24,6,Mirza,Foreign,Muslim,N/A,gm,0,1,0
H,301,16,17,5,Gurung,Foreign,Hindu,N/A,gm,1,2,30
H,301,17,11,3,Wadder,Indian,Hindu,SCST,gm,1,5,50
H,301,18,12,3,Harijan,Indian,Hindu,SCST,gm,1,5,50
H,301,19,6,2,Waghmore,Indian,Hindu,OBC,gm,1,5,70
H,301,20,18,5,Thapa,Foreign,Hindu,N/A,gm,0,2,20
H,301,21,5,2,Kale,Indian,Hindu,OBC,gm,1,5,50
H,301,22,23,6,Akhand,Foreign,Muslim,N/A,gm,0,3,30
H,301,23,9,3,Madar,Indian,Hindu,SCST,gm,1,5,50
H,301,24,22,6,Mir,Foreign,Muslim,N/A,gm,0,2,20
H,302,1,4,1,Kulkarni,Indian,Hindu,GM,gm,1,6,70
H,302,2,14,4,Mulla,Indian,Muslim,OBC,gm,0,7,80
H,302,3,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,7,80
H,302,4,3,1,Deshpande,Indian,Hindu,GM,gm,1,2,70
H,302,5,13,4,Nadaf,Indian,Muslim,OBC,gm,1,2,30
H,302,6,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,2,30
H,302,7,16,4,Sheikh,Indian,Muslim,OBC,gm,1,6,70
H,302,8,7,2,Sambrani,Indian,Hindu,OBC,gm,1,6,70
H,302,9,1,1,Desai,Indian,Hindu,GM,gm,1,6,80
H,302,10,8,2,Pal,Indian,Hindu,OBC,gm,1,2,30
H,302,11,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,2,30
H,302,12,10,3,Kamble,Indian,Hindu,SCST,gm,1,2,30
H,302,13,15,4,Haq,Indian,Muslim,OBC,gm,1,6,70
H,302,14,2,1,Joshi,Indian,Hindu,GM,gm,1,6,80
H,302,15,24,6,Mirza,Foreign,Muslim,N/A,gm,0,4,60
H,302,16,17,5,Gurung,Foreign,Hindu,N/A,gm,0,2,30
H,302,17,11,3,Wadder,Indian,Hindu,SCST,gm,1,3,40
H,302,18,12,3,Harijan,Indian,Hindu,SCST,gm,1,6,80
H,302,19,6,2,Waghmore,Indian,Hindu,OBC,gm,1,3,20
H,302,20,18,5,Thapa,Foreign,Hindu,N/A,gm,0,6,70
H,302,21,5,2,Kale,Indian,Hindu,OBC,gm,1,3,20
H,302,22,23,6,Akhand,Foreign,Muslim,N/A,gm,0,6,70
H,302,23,9,3,Madar,Indian,Hindu,SCST,gm,1,3,30
H,302,24,22,6,Mir,Foreign,Muslim,N/A,gm,0,6,80
H,260,1,4,1,Kulkarni,Indian,Hindu,GM,gm,1,7,100
H,260,2,14,4,Mulla,Indian,Muslim,OBC,gm,1,7,100
H,260,3,21,6,Sheikh,Foreign,Muslim,N/A,gm,1,6,100
H,260,4,3,1,Deshpande,Indian,Hindu,GM,gm,1,7,100
H,260,5,13,4,Nadaf,Indian,Muslim,OBC,gm,1,7,100
H,260,6,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,7,100
H,260,7,16,4,Sheikh,Indian,Muslim,OBC,gm,1,7,100
H,260,8,7,2,Sambrani,Indian,Hindu,OBC,gm,1,7,100
H,260,9,1,1,Desai,Indian,Hindu,GM,gm,1,7,100
H,260,10,8,2,Pal,Indian,Hindu,OBC,gm,1,7,100
H,260,11,20,5,Dissanayake,Foreign,Hindu,N/A,gm,1,7,100
H,260,12,10,3,Kamble,Indian,Hindu,SCST,gm,1,7,100
H,260,13,15,4,Haq,Indian,Muslim,OBC,gm,1,7,100
H,260,14,2,1,Joshi,Indian,Hindu,GM,gm,1,7,100
H,260,15,24,6,Mirza,Foreign,Muslim,N/A,gm,1,7,100
H,260,16,17,5,Gurung,Foreign,Hindu,N/A,gm,1,7,100
H,260,17,11,3,Wadder,Indian,Hindu,SCST,gm,1,7,100
H,260,18,12,3,Harijan,Indian,Hindu,SCST,gm,1,7,100
H,260,19,6,2,Waghmore,Indian,Hindu,OBC,gm,1,7,100
H,260,20,18,5,Thapa,Foreign,Hindu,N/A,gm,1,7,100
H,260,21,5,2,Kale,Indian,Hindu,OBC,gm,1,7,100
H,260,22,23,6,Akhand,Foreign,Muslim,N/A,gm,1,7,100
H,260,23,9,3,Madar,Indian,Hindu,SCST,gm,1,7,100
H,260,24,22,6,Mir,Foreign,Muslim,N/A,gm,1,7,100
H,261,1,4,1,Kulkarni,Indian,Hindu,GM,gm,1,7,100
H,261,2,14,4,Mulla,Indian,Muslim,OBC,gm,1,6,80
H,261,3,21,6,Sheikh,Foreign,Muslim,N/A,gm,1,6,80
H,261,4,3,1,Deshpande,Indian,Hindu,GM,gm,1,7,100
H,261,5,13,4,Nadaf,Indian,Muslim,OBC,gm,1,6,100
H,261,6,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,7,100
H,261,7,16,4,Sheikh,Indian,Muslim,OBC,gm,1,6,90
H,261,8,7,2,Sambrani,Indian,Hindu,OBC,gm,1,7,100
H,261,9,1,1,Desai,Indian,Hindu,GM,gm,1,7,100
H,261,10,8,2,Pal,Indian,Hindu,OBC,gm,1,7,100
H,261,11,20,5,Dissanayake,Foreign,Hindu,N/A,gm,1,7,100
H,261,12,10,3,Kamble,Indian,Hindu,SCST,gm,1,6,100
H,261,13,15,4,Haq,Indian,Muslim,OBC,gm,1,6,90
H,261,14,2,1,Joshi,Indian,Hindu,GM,gm,1,7,100
H,261,15,24,6,Mirza,Foreign,Muslim,N/A,gm,1,6,80
H,261,16,17,5,Gurung,Foreign,Hindu,N/A,gm,1,7,100
H,261,17,11,3,Wadder,Indian,Hindu,SCST,gm,1,7,100
H,261,18,12,3,Harijan,Indian,Hindu,SCST,gm,1,7,100
H,261,19,6,2,Waghmore,Indian,Hindu,OBC,gm,1,7,100
H,261,20,18,5,Thapa,Foreign,Hindu,N/A,gm,1,7,100
H,261,21,5,2,Kale,Indian,Hindu,OBC,gm,1,7,100
H,261,22,23,6,Akhand,Foreign,Muslim,N/A,gm,1,6,80
H,261,23,9,3,Madar,Indian,Hindu,SCST,gm,1,6,100
H,261,24,22,6,Mir,Foreign,Muslim,N/A,gm,1,6,80
H,262,1,4,1,Kulkarni,Indian,Hindu,GM,gm,1,6,80
H,262,2,14,4,Mulla,Indian,Muslim,OBC,gm,1,7,80
H,262,3,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,1,20
H,262,4,3,1,Deshpande,Indian,Hindu,GM,gm,1,7,80
H,262,5,13,4,Nadaf,Indian,Muslim,OBC,gm,1,6,80
H,262,6,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,6,80
H,262,7,16,4,Sheikh,Indian,Muslim,OBC,gm,1,6,80
H,262,8,7,2,Sambrani,Indian,Hindu,OBC,gm,1,6,80
H,262,9,1,1,Desai,Indian,Hindu,GM,gm,1,6,90
H,262,10,8,2,Pal,Indian,Hindu,OBC,gm,1,1,10
H,262,11,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,1,10
H,262,12,10,3,Kamble,Indian,Hindu,SCST,gm,1,7,90
H,262,13,15,4,Haq,Indian,Muslim,OBC,gm,1,7,90
H,262,14,2,1,Joshi,Indian,Hindu,GM,gm,1,7,80
H,262,15,24,6,Mirza,Foreign,Muslim,N/A,gm,0,1,10
H,262,16,17,5,Gurung,Foreign,Hindu,N/A,gm,0,1,10
H,262,17,11,3,Wadder,Indian,Hindu,SCST,gm,1,6,80
H,262,18,12,3,Harijan,Indian,Hindu,SCST,gm,1,7,90
H,262,19,6,2,Waghmore,Indian,Hindu,OBC,gm,1,7,80
H,262,20,18,5,Thapa,Foreign,Hindu,N/A,gm,0,1,10
H,262,21,5,2,Kale,Indian,Hindu,OBC,gm,1,1,10
H,262,22,23,6,Akhand,Foreign,Muslim,N/A,gm,0,1,10
H,262,23,9,3,Madar,Indian,Hindu,SCST,gm,1,7,90
H,262,24,22,6,Mir,Foreign,Muslim,N/A,gm,0,1,10
H,263,1,4,1,Kulkarni,Indian,Hindu,GM,scst,1,7,100
H,263,2,14,4,Mulla,Indian,Muslim,OBC,scst,1,1,0
H,263,3,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,1,1
H,263,4,3,1,Deshpande,Indian,Hindu,GM,scst,1,1,90
H,263,5,13,4,Nadaf,Indian,Muslim,OBC,scst,0,3,80
H,263,6,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,2,90
H,263,7,16,4,Sheikh,Indian,Muslim,OBC,scst,0,1,0
H,263,8,7,2,Sambrani,Indian,Hindu,OBC,scst,1,2,95
H,263,9,1,1,Desai,Indian,Hindu,GM,scst,1,1,99
H,263,10,8,2,Pal,Indian,Hindu,OBC,scst,1,1,90
H,263,11,20,5,Dissanayake,Foreign,Hindu,N/A,scst,1,2,90
H,263,12,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,100
H,263,13,15,4,Haq,Indian,Muslim,OBC,scst,0,1,100
H,263,14,2,1,Joshi,Indian,Hindu,GM,scst,1,7,90
H,263,15,24,6,Mirza,Foreign,Muslim,N/A,scst,1,5,90
H,263,16,17,5,Gurung,Foreign,Hindu,N/A,scst,0,5,90
H,263,17,11,3,Wadder,Indian,Hindu,SCST,scst,1,4,80
H,263,18,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,100
H,263,19,6,2,Waghmore,Indian,Hindu,OBC,scst,0,3,95
H,263,20,18,5,Thapa,Foreign,Hindu,N/A,scst,0,3,92
H,263,21,5,2,Kale,Indian,Hindu,OBC,scst,1,7,100
H,263,22,23,6,Akhand,Foreign,Muslim,N/A,scst,0,2,90
H,263,23,9,3,Madar,Indian,Hindu,SCST,scst,1,7,100
H,263,24,22,6,Mir,Foreign,Muslim,N/A,scst,0,NA,100
H,264,1,4,1,Kulkarni,Indian,Hindu,GM,scst,0,1,10
H,264,2,14,4,Mulla,Indian,Muslim,OBC,scst,0,6,80
H,264,3,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,6,80
H,264,4,3,1,Deshpande,Indian,Hindu,GM,scst,0,1,10
H,264,5,13,4,Nadaf,Indian,Muslim,OBC,scst,0,6,80
H,264,6,19,5,Prasanna,Foreign,Hindu,N/A,scst,0,1,0
H,264,7,16,4,Sheikh,Indian,Muslim,OBC,scst,0,6,80
H,264,8,7,2,Sambrani,Indian,Hindu,OBC,scst,0,6,80
H,264,9,1,1,Desai,Indian,Hindu,GM,scst,0,7,100
H,264,10,8,2,Pal,Indian,Hindu,OBC,scst,1,6,80
H,264,11,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,6,80
H,264,12,10,3,Kamble,Indian,Hindu,SCST,scst,1,1,0
H,264,13,15,4,Haq,Indian,Muslim,OBC,scst,0,1,0
H,264,14,2,1,Joshi,Indian,Hindu,GM,scst,0,1,10
H,264,15,24,6,Mirza,Foreign,Muslim,N/A,scst,0,6,90
H,264,16,17,5,Gurung,Foreign,Hindu,N/A,scst,0,1,0
H,264,17,11,3,Wadder,Indian,Hindu,SCST,scst,1,7,100
H,264,18,12,3,Harijan,Indian,Hindu,SCST,scst,1,6,90
H,264,19,6,2,Waghmore,Indian,Hindu,OBC,scst,1,7,80
H,264,20,18,5,Thapa,Foreign,Hindu,N/A,scst,0,1,0
H,264,21,5,2,Kale,Indian,Hindu,OBC,scst,0,7,90
H,264,22,23,6,Akhand,Foreign,Muslim,N/A,scst,0,1,0
H,264,23,9,3,Madar,Indian,Hindu,SCST,scst,1,7,100
H,264,24,22,6,Mir,Foreign,Muslim,N/A,scst,0,7,100
H,265,1,4,1,Kulkarni,Indian,Hindu,GM,scst,1,2,20
H,265,2,14,4,Mulla,Indian,Muslim,OBC,scst,1,1,20
H,265,3,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,1,20
H,265,4,3,1,Deshpande,Indian,Hindu,GM,scst,1,5,70
H,265,5,13,4,Nadaf,Indian,Muslim,OBC,scst,0,1,10
H,265,6,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,3,70
H,265,7,16,4,Sheikh,Indian,Muslim,OBC,scst,0,1,20
H,265,8,7,2,Sambrani,Indian,Hindu,OBC,scst,0,5,70
H,265,9,1,1,Desai,Indian,Hindu,GM,scst,1,6,70
H,265,10,8,2,Pal,Indian,Hindu,OBC,scst,0,3,60
H,265,11,20,5,Dissanayake,Foreign,Hindu,N/A,scst,1,3,60
H,265,12,10,3,Kamble,Indian,Hindu,SCST,scst,0,7,90
H,265,13,15,4,Haq,Indian,Muslim,OBC,scst,0,2,20
H,265,14,2,1,Joshi,Indian,Hindu,GM,scst,1,5,80
H,265,15,24,6,Mirza,Foreign,Muslim,N/A,scst,0,2,20
H,265,16,17,5,Gurung,Foreign,Hindu,N/A,scst,0,6,70
H,265,17,11,3,Wadder,Indian,Hindu,SCST,scst,1,6,80
H,265,18,12,3,Harijan,Indian,Hindu,SCST,scst,1,5,60
